PFco_Code,segment,risk_category,priority,action,current_stock_kg,predicted_need_kg,safety_stock_kg,restock_qty_kg,turnover_ratio,stockout_pct,overstock_pct,suggestion
459,medium moving,overstock,SEDANG,KURANGI STOK,0.0,2609.85,861.47,2609.85,0.43,25.58,37.21,Stok berlebih (0 Kg vs kebutuhan 2610 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
460,slow moving,overstock,RENDAH,KURANGI STOK,1280.72,348.84,122.94,0.0,0.47,0.0,72.09,Stok berlebih (1281 Kg vs kebutuhan 349 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
463,slow moving,overstock,RENDAH,KURANGI STOK,402.76,0.0,100.91,0.0,0.89,0.0,0.0,Stok berlebih (403 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
464,slow moving,overstock,RENDAH,KURANGI STOK,415.04,0.0,101.62,0.0,0.84,0.0,0.0,Stok berlebih (415 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
465,slow moving,overstock,RENDAH,KURANGI STOK,351.9,0.0,93.73,0.0,1.02,0.0,0.0,Stok berlebih (352 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
466,slow moving,overstock,RENDAH,KURANGI STOK,9.44,0.0,9.21,0.0,0.13,0.0,0.0,Stok berlebih (9 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
468,slow moving,overstock,RENDAH,KURANGI STOK,1165.27,1316.83,220.23,151.56,0.74,0.0,45.24,Stok berlebih (1165 Kg vs kebutuhan 1317 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
469,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,113.36,1135.63,214.0,1236.27,0.3,0.0,6.9,Stok kurang (113 Kg vs kebutuhan 1136 Kg). Segera restock minimal 1022 Kg + safety stock 214 Kg.
470,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,873.03,4044.59,734.13,3905.69,0.31,3.45,0.0,Stok kurang (873 Kg vs kebutuhan 4045 Kg). Segera restock minimal 3172 Kg + safety stock 734 Kg.
471,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,1087.02,4023.23,557.51,3493.72,0.4,0.0,0.0,Stok kurang (1087 Kg vs kebutuhan 4023 Kg). Segera restock minimal 2936 Kg + safety stock 558 Kg.
472,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,639.35,2851.74,622.68,2835.07,0.36,0.0,0.0,Stok kurang (639 Kg vs kebutuhan 2852 Kg). Segera restock minimal 2212 Kg + safety stock 623 Kg.
473,slow moving,overstock,RENDAH,KURANGI STOK,7.45,0.0,12.08,0.0,0.25,0.0,0.0,Stok berlebih (7 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
474,slow moving,overstock,RENDAH,KURANGI STOK,127.12,0.0,25.81,0.0,0.78,0.0,0.0,Stok berlebih (127 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
475,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,11.69,180.82,40.03,209.16,1.53,8.57,0.0,Stok kurang (12 Kg vs kebutuhan 181 Kg). Segera restock minimal 169 Kg + safety stock 40 Kg.
477,slow moving,overstock,RENDAH,KURANGI STOK,652.28,0.0,233.86,0.0,1.25,0.0,0.0,Stok berlebih (652 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
478,slow moving,overstock,RENDAH,KURANGI STOK,49.27,0.0,152.68,0.0,0.4,4.0,0.0,Stok berlebih (49 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
479,slow moving,overstock,RENDAH,KURANGI STOK,1383.45,620.59,108.99,0.0,0.29,0.0,100.0,Stok berlebih (1383 Kg vs kebutuhan 621 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
480,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,470.91,644.95,286.91,460.95,1.49,25.0,0.0,Stok kurang (471 Kg vs kebutuhan 645 Kg). Segera restock minimal 174 Kg + safety stock 287 Kg.
482,slow moving,overstock,RENDAH,KURANGI STOK,35.79,0.0,23.35,0.0,0.83,0.0,0.0,Stok berlebih (36 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
484,slow moving,overstock,RENDAH,KURANGI STOK,361.52,314.08,58.0,0.0,0.49,0.0,41.86,Stok berlebih (362 Kg vs kebutuhan 314 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
485,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,0.0,239.22,90.53,329.75,1.05,48.48,0.0,Stok kurang (0 Kg vs kebutuhan 239 Kg). Segera restock minimal 239 Kg + safety stock 91 Kg.
486,slow moving,overstock,RENDAH,KURANGI STOK,111.32,0.0,130.27,0.0,0.66,0.0,0.0,Stok berlebih (111 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
487,slow moving,overstock,RENDAH,KURANGI STOK,87.3,0.0,43.59,0.0,0.71,0.0,0.0,Stok berlebih (87 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
488,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,5.6,468.93,110.19,573.52,0.37,6.06,27.27,Stok kurang (6 Kg vs kebutuhan 469 Kg). Segera restock minimal 463 Kg + safety stock 110 Kg.
489,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,13.59,815.18,135.59,937.18,2.3,30.23,0.0,Stok kurang (14 Kg vs kebutuhan 815 Kg). Segera restock minimal 802 Kg + safety stock 136 Kg.
493,medium moving,overstock,SEDANG,KURANGI STOK,4195.21,1878.68,303.38,0.0,0.94,19.44,38.89,Stok berlebih (4195 Kg vs kebutuhan 1879 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
495,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,43.61,3184.4,531.03,3671.82,1.27,11.63,9.3,Stok kurang (44 Kg vs kebutuhan 3184 Kg). Segera restock minimal 3141 Kg + safety stock 531 Kg.
496,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,55.51,195.74,24.2,164.43,0.81,3.45,0.0,Stok kurang (56 Kg vs kebutuhan 196 Kg). Segera restock minimal 140 Kg + safety stock 24 Kg.
497,slow moving,overstock,RENDAH,KURANGI STOK,648.83,1135.16,208.61,486.33,0.57,0.0,37.21,Stok berlebih (649 Kg vs kebutuhan 1135 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
498,slow moving,overstock,RENDAH,KURANGI STOK,658.64,474.35,123.6,0.0,0.31,0.0,64.29,Stok berlebih (659 Kg vs kebutuhan 474 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
499,slow moving,overstock,RENDAH,KURANGI STOK,356.42,0.0,102.23,0.0,1.19,0.0,0.0,Stok berlebih (356 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
502,slow moving,overstock,RENDAH,KURANGI STOK,1402.28,0.0,558.46,0.0,1.18,0.0,0.0,Stok berlebih (1402 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
503,slow moving,overstock,RENDAH,KURANGI STOK,16.1,0.0,4.94,0.0,0.89,0.0,0.0,Stok berlebih (16 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
504,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,3.11,23.68,10.11,30.68,1.04,6.06,0.0,Stok kurang (3 Kg vs kebutuhan 24 Kg). Segera restock minimal 21 Kg + safety stock 10 Kg.
505,slow moving,overstock,RENDAH,KURANGI STOK,2.82,0.0,3.07,0.0,0.27,0.0,10.0,Stok berlebih (3 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
506,slow moving,overstock,RENDAH,KURANGI STOK,1.59,0.0,8.88,0.0,0.15,0.0,0.0,Stok berlebih (2 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
507,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,34.43,129.94,19.35,114.86,0.68,7.89,0.0,Stok kurang (34 Kg vs kebutuhan 130 Kg). Segera restock minimal 96 Kg + safety stock 19 Kg.
508,slow moving,overstock,RENDAH,KURANGI STOK,430.83,354.73,54.01,0.0,0.46,0.0,58.14,Stok berlebih (431 Kg vs kebutuhan 355 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
509,slow moving,overstock,RENDAH,KURANGI STOK,83.77,0.0,11.41,0.0,0.66,0.0,100.0,Stok berlebih (84 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
510,slow moving,overstock,RENDAH,KURANGI STOK,111.43,178.41,35.19,66.98,0.38,0.0,46.15,Stok berlebih (111 Kg vs kebutuhan 178 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
514,slow moving,overstock,RENDAH,KURANGI STOK,79.28,0.0,17.94,0.0,1.02,0.0,0.0,Stok berlebih (79 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
515,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,32.17,124.92,22.05,114.8,0.42,0.0,2.7,Stok kurang (32 Kg vs kebutuhan 125 Kg). Segera restock minimal 93 Kg + safety stock 22 Kg.
518,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,83.08,244.85,73.03,234.8,2.4,50.0,0.0,Stok kurang (83 Kg vs kebutuhan 245 Kg). Segera restock minimal 162 Kg + safety stock 73 Kg.
519,slow moving,overstock,RENDAH,KURANGI STOK,114.47,0.0,32.83,0.0,1.01,0.0,0.0,Stok berlebih (114 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
521,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,158.09,835.67,145.33,822.91,0.76,0.0,0.0,Stok kurang (158 Kg vs kebutuhan 836 Kg). Segera restock minimal 678 Kg + safety stock 145 Kg.
524,slow moving,overstock,RENDAH,KURANGI STOK,225.49,0.0,51.58,0.0,0.69,0.0,0.0,Stok berlebih (225 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
529,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,493.71,4802.42,1230.87,5539.58,1.56,7.14,7.14,Stok kurang (494 Kg vs kebutuhan 4802 Kg). Segera restock minimal 4309 Kg + safety stock 1231 Kg.
530,slow moving,optimal,RENDAH,PERTAHANKAN,862.99,656.51,422.38,656.51,0.79,0.0,11.11,Stok dalam kondisi optimal (863 Kg). Pertahankan pola restocking saat ini.
531,slow moving,perlu_perhatian,RENDAH,MONITOR & SIAPKAN,684.65,1309.13,210.65,1440.04,0.3,0.0,23.08,Stok mendekati batas minimum. Siapkan order pembelian 1309 Kg untuk periode berikutnya.
532,medium moving,overstock,SEDANG,KURANGI STOK,45.02,0.0,58.22,0.0,1.16,33.33,0.0,Stok berlebih (45 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
533,slow moving,overstock,RENDAH,KURANGI STOK,105.68,0.0,27.18,0.0,1.04,0.0,0.0,Stok berlebih (106 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
535,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,593.65,3256.72,436.82,3099.89,0.49,4.55,0.0,Stok kurang (594 Kg vs kebutuhan 3257 Kg). Segera restock minimal 2663 Kg + safety stock 437 Kg.
536,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,817.68,1649.1,310.02,1141.44,1.13,0.0,0.0,Stok kurang (818 Kg vs kebutuhan 1649 Kg). Segera restock minimal 831 Kg + safety stock 310 Kg.
537,slow moving,overstock,RENDAH,KURANGI STOK,126.15,0.0,70.47,0.0,1.12,0.0,0.0,Stok berlebih (126 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
538,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,262.46,753.82,66.19,557.55,0.27,0.0,3.03,Stok kurang (262 Kg vs kebutuhan 754 Kg). Segera restock minimal 491 Kg + safety stock 66 Kg.
539,slow moving,perlu_perhatian,RENDAH,MONITOR & SIAPKAN,843.31,1472.58,256.6,1619.84,0.98,2.33,18.6,Stok mendekati batas minimum. Siapkan order pembelian 1473 Kg untuk periode berikutnya.
540,fast moving,overstock,TINGGI,KURANGI STOK,14063.75,8722.43,1686.62,0.0,0.47,0.0,97.67,Stok berlebih (14064 Kg vs kebutuhan 8722 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
542,slow moving,overstock,RENDAH,KURANGI STOK,32.95,0.0,16.38,0.0,1.12,0.0,0.0,Stok berlebih (33 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
544,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,560.74,3624.48,575.84,3639.58,0.53,2.86,20.0,Stok kurang (561 Kg vs kebutuhan 3624 Kg). Segera restock minimal 3064 Kg + safety stock 576 Kg.
545,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,29.23,651.58,218.61,840.96,4.29,28.57,0.0,Stok kurang (29 Kg vs kebutuhan 652 Kg). Segera restock minimal 622 Kg + safety stock 219 Kg.
547,slow moving,overstock,RENDAH,KURANGI STOK,20.28,0.0,57.04,0.0,0.25,3.23,0.0,Stok berlebih (20 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
549,slow moving,overstock,RENDAH,KURANGI STOK,393.9,0.0,175.71,0.0,0.19,0.0,0.0,Stok berlebih (394 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
551,slow moving,overstock,RENDAH,KURANGI STOK,254.24,0.0,156.74,0.0,2.23,0.0,0.0,Stok berlebih (254 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
553,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,0.0,757.68,70.42,828.1,1.03,16.28,9.3,Stok kurang (0 Kg vs kebutuhan 758 Kg). Segera restock minimal 758 Kg + safety stock 70 Kg.
555,slow moving,overstock,RENDAH,KURANGI STOK,730.88,334.17,105.2,0.0,0.6,0.0,39.53,Stok berlebih (731 Kg vs kebutuhan 334 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
559,slow moving,overstock,RENDAH,KURANGI STOK,366.15,203.56,40.72,0.0,0.37,0.0,57.5,Stok berlebih (366 Kg vs kebutuhan 204 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
565,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,89.41,619.68,134.6,664.87,0.79,2.44,2.44,Stok kurang (89 Kg vs kebutuhan 620 Kg). Segera restock minimal 530 Kg + safety stock 135 Kg.
566,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,82.8,301.72,96.85,315.77,0.91,0.0,5.41,Stok kurang (83 Kg vs kebutuhan 302 Kg). Segera restock minimal 219 Kg + safety stock 97 Kg.
567,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,313.24,905.21,122.25,714.22,0.27,0.0,2.44,Stok kurang (313 Kg vs kebutuhan 905 Kg). Segera restock minimal 592 Kg + safety stock 122 Kg.
568,slow moving,overstock,RENDAH,KURANGI STOK,1643.74,2478.71,538.25,834.97,0.59,0.0,39.53,Stok berlebih (1644 Kg vs kebutuhan 2479 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
569,slow moving,overstock,RENDAH,KURANGI STOK,802.75,1235.18,259.74,432.43,0.29,0.0,35.0,Stok berlebih (803 Kg vs kebutuhan 1235 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
572,slow moving,perlu_perhatian,RENDAH,MONITOR & SIAPKAN,265.79,403.87,72.65,444.26,0.37,0.0,8.0,Stok mendekati batas minimum. Siapkan order pembelian 404 Kg untuk periode berikutnya.
573,slow moving,overstock,RENDAH,KURANGI STOK,1901.98,0.0,383.65,0.0,0.98,0.0,0.0,Stok berlebih (1902 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
574,slow moving,overstock,RENDAH,KURANGI STOK,947.55,503.07,92.31,0.0,0.39,0.0,78.05,Stok berlebih (948 Kg vs kebutuhan 503 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
575,slow moving,overstock,RENDAH,KURANGI STOK,10.66,0.0,17.95,0.0,0.49,0.0,0.0,Stok berlebih (11 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
578,slow moving,overstock,RENDAH,KURANGI STOK,4764.3,2753.43,495.36,0.0,0.63,4.65,60.47,Stok berlebih (4764 Kg vs kebutuhan 2753 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
579,slow moving,overstock,RENDAH,KURANGI STOK,335.32,0.0,90.02,0.0,0.88,0.0,0.0,Stok berlebih (335 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
580,slow moving,perlu_perhatian,RENDAH,MONITOR & SIAPKAN,485.8,354.41,60.19,389.85,0.54,11.43,17.14,Stok mendekati batas minimum. Siapkan order pembelian 354 Kg untuk periode berikutnya.
582,slow moving,overstock,RENDAH,KURANGI STOK,321.12,0.0,80.9,0.0,0.72,0.0,0.0,Stok berlebih (321 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
584,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,36.89,171.43,53.84,188.38,0.57,3.7,25.93,Stok kurang (37 Kg vs kebutuhan 171 Kg). Segera restock minimal 135 Kg + safety stock 54 Kg.
585,slow moving,optimal,RENDAH,PERTAHANKAN,95.14,116.09,22.51,116.09,0.53,0.0,3.85,Stok dalam kondisi optimal (95 Kg). Pertahankan pola restocking saat ini.
587,slow moving,overstock,RENDAH,KURANGI STOK,38.9,0.0,7.41,0.0,0.93,0.0,0.0,Stok berlebih (39 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
588,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,132.8,868.93,219.19,955.32,1.23,0.0,0.0,Stok kurang (133 Kg vs kebutuhan 869 Kg). Segera restock minimal 736 Kg + safety stock 219 Kg.
589,medium moving,overstock,SEDANG,KURANGI STOK,5.2,0.0,51.32,0.0,3.6,28.57,0.0,Stok berlebih (5 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
590,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,35.43,606.37,156.23,727.17,0.6,3.33,0.0,Stok kurang (35 Kg vs kebutuhan 606 Kg). Segera restock minimal 571 Kg + safety stock 156 Kg.
591,medium moving,overstock,SEDANG,KURANGI STOK,62.76,0.0,91.08,0.0,1.45,23.33,0.0,Stok berlebih (63 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
592,slow moving,overstock,RENDAH,KURANGI STOK,93.72,0.0,36.93,0.0,0.42,0.0,0.0,Stok berlebih (94 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
593,slow moving,optimal,RENDAH,PERTAHANKAN,105.39,128.47,88.03,128.47,0.34,0.0,3.12,Stok dalam kondisi optimal (105 Kg). Pertahankan pola restocking saat ini.
594,slow moving,overstock,RENDAH,KURANGI STOK,1210.3,725.15,241.31,0.0,0.25,0.0,75.0,Stok berlebih (1210 Kg vs kebutuhan 725 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
596,slow moving,perlu_perhatian,RENDAH,MONITOR & SIAPKAN,67.95,124.66,24.76,137.13,0.83,2.33,6.98,Stok mendekati batas minimum. Siapkan order pembelian 125 Kg untuk periode berikutnya.
597,slow moving,overstock,RENDAH,KURANGI STOK,9.58,0.0,14.42,0.0,0.52,0.0,0.0,Stok berlebih (10 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
599,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,0.34,376.28,39.61,415.55,1.24,41.86,0.0,Stok kurang (0 Kg vs kebutuhan 376 Kg). Segera restock minimal 376 Kg + safety stock 40 Kg.
600,slow moving,overstock,RENDAH,KURANGI STOK,3902.93,736.28,263.23,0.0,0.61,0.0,39.53,Stok berlebih (3903 Kg vs kebutuhan 736 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
602,medium moving,perlu_perhatian,SEDANG,MONITOR & SIAPKAN,399.66,334.68,79.03,368.14,2.49,20.0,5.0,Stok mendekati batas minimum. Siapkan order pembelian 335 Kg untuk periode berikutnya.
606,slow moving,overstock,RENDAH,KURANGI STOK,86.48,0.0,9.68,0.0,0.55,0.0,100.0,Stok berlebih (86 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
608,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,204.42,1176.52,178.67,1150.77,1.36,6.98,13.95,Stok kurang (204 Kg vs kebutuhan 1177 Kg). Segera restock minimal 972 Kg + safety stock 179 Kg.
611,slow moving,overstock,RENDAH,KURANGI STOK,658.43,0.0,217.01,0.0,0.27,0.0,0.0,Stok berlebih (658 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
612,slow moving,overstock,RENDAH,KURANGI STOK,1819.07,1233.37,123.0,0.0,0.35,0.0,90.7,Stok berlebih (1819 Kg vs kebutuhan 1233 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
613,slow moving,overstock,RENDAH,KURANGI STOK,113.37,0.0,36.01,0.0,1.02,0.0,0.0,Stok berlebih (113 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
614,slow moving,overstock,RENDAH,KURANGI STOK,57.32,0.0,12.11,0.0,0.57,0.0,25.0,Stok berlebih (57 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
616,slow moving,overstock,RENDAH,KURANGI STOK,18.19,0.0,81.71,0.0,0.37,3.7,0.0,Stok berlebih (18 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
618,slow moving,overstock,RENDAH,KURANGI STOK,146.28,0.0,228.66,0.0,0.2,0.0,0.0,Stok berlebih (146 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
619,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,169.53,156.34,78.17,78.17,1.64,33.33,0.0,Stok kurang (170 Kg vs kebutuhan 156 Kg). Segera restock minimal 0 Kg + safety stock 78 Kg.
620,slow moving,overstock,RENDAH,KURANGI STOK,181.98,0.0,168.17,0.0,0.16,0.0,0.0,Stok berlebih (182 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
621,slow moving,overstock,RENDAH,KURANGI STOK,164.84,120.93,40.77,0.0,0.34,0.0,71.43,Stok berlebih (165 Kg vs kebutuhan 121 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
623,slow moving,overstock,RENDAH,KURANGI STOK,4.41,0.0,8.39,0.0,0.28,0.0,0.0,Stok berlebih (4 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
624,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,40.44,109.33,41.46,110.35,0.94,8.82,0.0,Stok kurang (40 Kg vs kebutuhan 109 Kg). Segera restock minimal 69 Kg + safety stock 41 Kg.
626,slow moving,perlu_perhatian,RENDAH,MONITOR & SIAPKAN,33.62,65.33,9.96,71.86,0.55,10.81,8.11,Stok mendekati batas minimum. Siapkan order pembelian 65 Kg untuk periode berikutnya.
630,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,1197.43,3480.1,335.96,2618.63,1.11,2.33,2.33,Stok kurang (1197 Kg vs kebutuhan 3480 Kg). Segera restock minimal 2283 Kg + safety stock 336 Kg.
632,slow moving,overstock,RENDAH,KURANGI STOK,42.88,0.0,25.67,0.0,0.15,0.0,13.04,Stok berlebih (43 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
633,slow moving,overstock,RENDAH,KURANGI STOK,502.74,0.0,141.42,0.0,0.91,0.0,0.0,Stok berlebih (503 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
634,slow moving,overstock,RENDAH,KURANGI STOK,645.19,0.0,173.39,0.0,0.92,0.0,0.0,Stok berlebih (645 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
635,slow moving,overstock,RENDAH,KURANGI STOK,301.36,70.61,26.67,0.0,0.2,0.0,85.71,Stok berlebih (301 Kg vs kebutuhan 71 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
636,slow moving,overstock,RENDAH,KURANGI STOK,16.69,0.0,14.53,0.0,0.18,0.0,14.71,Stok berlebih (17 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
637,slow moving,overstock,RENDAH,KURANGI STOK,11.6,0.0,12.05,0.0,0.1,2.44,0.0,Stok berlebih (12 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
639,slow moving,overstock,RENDAH,KURANGI STOK,5339.95,1718.32,285.75,0.0,0.37,0.0,79.07,Stok berlebih (5340 Kg vs kebutuhan 1718 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
640,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,10.14,83.72,9.67,83.25,0.43,5.0,12.5,Stok kurang (10 Kg vs kebutuhan 84 Kg). Segera restock minimal 74 Kg + safety stock 10 Kg.
641,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,9.2,138.91,24.5,154.21,0.58,2.44,0.0,Stok kurang (9 Kg vs kebutuhan 139 Kg). Segera restock minimal 130 Kg + safety stock 24 Kg.
