PFco_Code,segment,risk_category,priority,action,current_stock_kg,predicted_need_kg,safety_stock_kg,restock_qty_kg,turnover_ratio,stockout_pct,overstock_pct,suggestion
3108,slow moving,overstock,RENDAH,KURANGI STOK,680.49,0.0,272.55,0.0,1.21,0.0,0.0,Stok berlebih (680 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
3122,slow moving,overstock,RENDAH,KURANGI STOK,1.29,0.0,0.25,0.0,0.78,0.0,0.0,Stok berlebih (1 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
3123,slow moving,overstock,RENDAH,KURANGI STOK,1.1,0.0,0.32,0.0,0.91,0.0,0.0,Stok berlebih (1 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
3125,slow moving,optimal,RENDAH,PERTAHANKAN,29.02,33.68,8.01,33.68,0.56,4.76,19.05,Stok dalam kondisi optimal (29 Kg). Pertahankan pola restocking saat ini.
3127,slow moving,overstock,RENDAH,KURANGI STOK,1.51,0.0,0.27,0.0,0.66,0.0,100.0,Stok berlebih (2 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
3136,slow moving,overstock,RENDAH,KURANGI STOK,1.07,0.0,0.33,0.0,0.93,0.0,0.0,Stok berlebih (1 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
3140,slow moving,overstock,RENDAH,KURANGI STOK,23.9,0.0,5.34,0.0,1.05,0.0,0.0,Stok berlebih (24 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
3149,slow moving,overstock,RENDAH,KURANGI STOK,0.49,0.0,0.22,0.0,2.04,0.0,0.0,Stok berlebih (0 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
3150,slow moving,overstock,RENDAH,KURANGI STOK,5.43,0.0,6.19,0.0,0.29,3.85,0.0,Stok berlebih (5 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
3151,slow moving,overstock,RENDAH,KURANGI STOK,9.89,0.0,5.27,0.0,0.4,0.0,0.0,Stok berlebih (10 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
3153,slow moving,overstock,RENDAH,KURANGI STOK,39.62,0.0,5.89,0.0,0.63,0.0,100.0,Stok berlebih (40 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
3155,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,3.25,35.41,5.27,37.43,0.89,14.29,0.0,Stok kurang (3 Kg vs kebutuhan 35 Kg). Segera restock minimal 32 Kg + safety stock 5 Kg.
3156,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,3.08,38.88,12.22,48.02,2.13,39.13,0.0,Stok kurang (3 Kg vs kebutuhan 39 Kg). Segera restock minimal 36 Kg + safety stock 12 Kg.
3159,slow moving,overstock,RENDAH,KURANGI STOK,7.52,0.0,3.91,0.0,0.39,0.0,0.0,Stok berlebih (8 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
10359,slow moving,overstock,RENDAH,KURANGI STOK,7.34,0.0,9.52,0.0,0.79,11.11,0.0,Stok berlebih (7 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
12823,slow moving,overstock,RENDAH,KURANGI STOK,449.77,257.68,71.31,0.0,0.3,0.0,64.71,Stok berlebih (450 Kg vs kebutuhan 258 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
